DateTime,Appliances,lights,T1,RH_1,T2,RH_2
2016-01-14 11:20:00,240,10,19.1,42.863333333333294,18.89,41.03
2016-01-14 11:30:00,220,10,19.1666666666667,43.53,19.033333333333296,40.79
2016-01-14 11:40:00,130,10,nan,44.5666666666667,19.1666666666667,nan
2016-01-14 11:50:00,90,10,19.566666666666695,44.5,19.323333333333295,40.6633333333333
2016-01-14 12:00:00,290,nan,nan,45.1233333333333,19.463333333333296,40.59
2016-01-14 12:10:00,nan,0,19.996666666666705,45.73,19.6333333333333,40.53
2016-01-14 12:20:00,320,0,20.1,45.05666666666671,19.7,40.59
2016-01-14 12:30:00,260,0,nan,44.463333333333296,19.79,40.4666666666667
2016-01-14 12:40:00,210,0,nan,45.19333333333329,19.8925,nan
2016-01-14 12:50:00,210,0,nan,44.7266666666667,20.066666666666695,40.29
2016-01-14 13:00:00,140,0,20.823333333333295,44.33333333333329,20.1333333333333,40.2
2016-01-14 13:10:00,60,0,20.963333333333296,nan,20.26,nan
2016-01-14 13:20:00,50,0,nan,43.5266666666667,20.29,40.0
2016-01-14 13:30:00,60,0,21.1666666666667,nan,20.29,nan
2016-01-14 13:40:00,nan,0,21.2,42.1,20.39,39.76
2016-01-14 13:50:00,60,0,21.2,nan,20.463333333333296,39.7
2016-01-14 14:00:00,140,nan,21.23,nan,nan,39.59
2016-01-14 14:10:00,270,0,21.29,41.565,20.566666666666695,39.53
2016-01-14 14:20:00,200,0,21.3566666666667,41.29,20.6,39.4666666666667
2016-01-14 14:30:00,60,0,21.3566666666667,40.83333333333329,20.6,39.4
2016-01-14 14:40:00,50,0,21.3566666666667,40.6266666666667,20.73,39.4
2016-01-14 14:50:00,nan,0,21.5,nan,20.79,39.3266666666667
2016-01-14 15:00:00,80,0,21.5,40.433333333333294,20.89,39.29
2016-01-14 15:10:00,50,0,21.6,nan,20.963333333333296,nan
2016-01-14 15:20:00,40,nan,21.6,nan,nan,nan
2016-01-14 15:30:00,50,nan,nan,40.06,21.066666666666695,39.09
2016-01-14 15:40:00,50,nan,21.6,40.0,21.1,39.09
2016-01-14 15:50:00,nan,0,nan,40.0,21.075,nan
2016-01-14 16:00:00,30,0,21.533333333333296,39.933333333333294,21.0,38.9
2016-01-14 16:10:00,30,nan,21.5,nan,21.0,38.76
2016-01-14 16:20:00,200,0,21.5,39.73,20.9266666666667,38.7
2016-01-14 16:30:00,450,0,21.39,39.59,20.89,nan
2016-01-14 16:40:00,nan,0,21.39,nan,20.823333333333295,38.433333333333294
2016-01-14 16:50:00,740,0,nan,40.5666666666667,20.79,nan
2016-01-14 17:00:00,nan,0,21.463333333333296,nan,nan,38.363333333333294
2016-01-14 17:10:00,610,10,21.6333333333333,nan,20.9266666666667,38.59666666666671
2016-01-14 17:20:00,510,10,nan,47.13,21.1333333333333,nan
2016-01-14 17:30:00,190,nan,21.945,45.3,21.29,39.53
2016-01-14 17:40:00,110,10,22.0,43.9966666666667,nan,nan
2016-01-14 17:50:00,100,0,22.066666666666695,43.1966666666667,21.5,39.56
2016-01-14 18:00:00,nan,10,nan,nan,21.566666666666695,39.36
2016-01-14 18:10:00,110,nan,22.1,41.89,21.6333333333333,39.1633333333333
2016-01-14 18:20:00,100,0,nan,nan,21.7,39.03
2016-01-14 18:30:00,110,10,22.2,41.1566666666667,nan,38.9
2016-01-14 18:40:00,100,10,22.1,nan,21.7,38.7225
2016-01-14 18:50:00,790,10,22.1666666666667,40.5,nan,38.6266666666667
2016-01-14 19:00:00,380,nan,22.2,nan,21.7,38.59
2016-01-14 19:10:00,360,10,22.26,41.83333333333329,21.7,38.7925
2016-01-14 19:20:00,360,10,22.323333333333295,42.5633333333333,21.7,39.1333333333333
2016-01-14 19:30:00,100,10,22.463333333333296,47.76333333333329,21.73,39.6333333333333
2016-01-14 19:40:00,100,10,22.73,46.86,21.79,40.36
2016-01-14 19:50:00,90,10,22.79,45.5266666666667,nan,41.1566666666667
2016-01-14 20:00:00,nan,20,22.79,nan,21.89,40.9566666666667
2016-01-14 20:10:00,110,10,22.73,44.1,21.79,40.46
2016-01-14 20:20:00,140,30,22.7,43.2966666666667,nan,40.1266666666667
2016-01-14 20:30:00,110,20,nan,42.89,21.7,40.19333333333329
2016-01-14 20:40:00,100,nan,22.7,nan,21.7,nan
2016-01-14 20:50:00,110,nan,22.7,nan,21.7,41.0
2016-01-14 21:00:00,130,nan,22.7,42.6333333333333,21.76,41.0
2016-01-14 21:10:00,140,30,22.73,41.93,21.79,40.73
2016-01-14 21:20:00,130,20,nan,41.79,21.79,40.93
2016-01-14 21:30:00,120,20,22.79,41.79,21.79,41.09
2016-01-14 21:40:00,100,10,nan,41.73,21.8566666666667,41.1633333333333
2016-01-14 21:50:00,nan,0,22.79,41.56,21.89,41.0
2016-01-14 22:00:00,50,10,22.79,nan,21.89,40.86
2016-01-14 22:10:00,50,0,22.9266666666667,41.033333333333296,22.1,40.433333333333294
2016-01-14 22:20:00,nan,0,23.066666666666695,40.4266666666667,22.175,39.75
2016-01-14 22:30:00,nan,0,23.2,nan,22.26,39.7
2016-01-14 22:40:00,50,0,23.26,40.09,22.39,39.6633333333333
2016-01-14 22:50:00,nan,0,23.39,40.06,22.463333333333296,39.6633333333333
2016-01-14 23:00:00,50,0,23.39,40.0,22.6,39.6633333333333
2016-01-14 23:10:00,40,nan,23.5,40.0,nan,39.6633333333333
2016-01-14 23:20:00,30,0,23.566666666666695,39.933333333333294,22.7,nan
2016-01-14 23:30:00,30,0,23.6,39.79,22.7,nan
2016-01-14 23:40:00,nan,0,23.6,39.73,22.73,39.5
2016-01-14 23:50:00,40,0,23.6,39.6633333333333,22.79,39.5
2016-01-15 00:00:00,50,0,23.6666666666667,39.6633333333333,22.79,39.4666666666667
2016-01-15 00:10:00,nan,0,23.7,nan,22.79,39.4
2016-01-15 00:20:00,50,0,23.7,nan,22.79,39.4
2016-01-15 00:30:00,60,0,nan,39.433333333333294,22.79,39.3266666666667
2016-01-15 00:40:00,nan,0,23.79,39.26,22.79,39.29
2016-01-15 00:50:00,50,0,23.79,39.2,nan,39.23
2016-01-15 01:00:00,nan,0,23.79,39.1633333333333,22.79,39.2
2016-01-15 01:10:00,50,0,23.73,39.09,22.79,39.2
2016-01-15 01:20:00,50,0,23.7,39.09,22.79,39.1266666666667
2016-01-15 01:30:00,50,nan,nan,39.03,22.79,39.1266666666667
2016-01-15 01:40:00,60,nan,23.7,39.09,22.7,nan
2016-01-15 01:50:00,nan,0,23.6333333333333,nan,22.7,39.09
2016-01-15 02:00:00,nan,0,nan,39.03,nan,39.09
2016-01-15 02:10:00,nan,nan,23.6,39.09,nan,nan
2016-01-15 02:20:00,nan,nan,nan,39.09,22.6,39.0
2016-01-15 02:30:00,40,0,23.4266666666667,39.09,22.5,39.09
2016-01-15 02:40:00,50,nan,23.39,39.23,22.4266666666667,nan
2016-01-15 02:50:00,40,0,23.323333333333295,39.363333333333294,nan,nan
2016-01-15 03:00:00,30,nan,23.29,39.5,22.323333333333295,39.06
2016-01-15 03:10:00,nan,0,23.23,39.433333333333294,22.26,39.06
2016-01-15 03:20:00,30,0,23.2,nan,22.2,39.06
2016-01-15 03:30:00,60,0,23.1333333333333,39.433333333333294,22.1666666666667,39.09
2016-01-15 03:40:00,50,0,23.1,39.45,22.1,39.09
2016-01-15 03:50:00,50,0,nan,39.4,22.0,39.09
2016-01-15 04:00:00,40,0,22.9266666666667,39.4,21.9266666666667,39.09
2016-01-15 04:10:00,50,0,22.89,39.433333333333294,21.89,nan
2016-01-15 04:20:00,60,0,22.823333333333295,39.5,21.823333333333295,39.1266666666667
2016-01-15 04:30:00,50,0,22.79,nan,21.76,39.09
2016-01-15 04:40:00,50,nan,22.73,39.59,nan,39.09
2016-01-15 04:50:00,nan,0,nan,39.56,21.7,39.2
2016-01-15 05:00:00,50,0,22.6,39.5,21.625,nan
2016-01-15 05:10:00,40,0,22.566666666666695,39.5,nan,39.2
2016-01-15 05:20:00,50,0,22.5,39.5,21.5,39.2
2016-01-15 05:30:00,50,0,22.39,39.4,21.4266666666667,39.2
2016-01-15 05:40:00,nan,0,nan,39.4,21.39,nan
2016-01-15 05:50:00,60,0,22.3566666666667,39.863333333333294,21.323333333333295,39.2
2016-01-15 06:00:00,50,0,nan,nan,21.29,39.29
2016-01-15 06:10:00,40,0,22.2,39.7,21.29,39.29
2016-01-15 06:20:00,50,0,22.2,nan,21.2,39.23
2016-01-15 06:30:00,50,0,22.1666666666667,39.7,21.2,39.29
2016-01-15 06:40:00,nan,0,22.1,nan,nan,39.4
2016-01-15 06:50:00,30,0,22.066666666666695,nan,21.1,39.4
2016-01-15 07:00:00,70,10,22.0,39.6175,21.0,39.3266666666667
2016-01-15 07:10:00,50,10,21.9266666666667,nan,nan,39.4
2016-01-15 07:20:00,50,10,21.89,nan,20.963333333333296,39.4
2016-01-15 07:30:00,50,10,21.89,40.2966666666667,20.89,nan
2016-01-15 07:40:00,nan,0,21.8566666666667,40.363333333333294,20.89,39.5
2016-01-15 07:50:00,nan,10,nan,40.09666666666671,20.823333333333295,39.0266666666667
2016-01-15 08:00:00,50,nan,21.6333333333333,36.66666666666671,20.296666666666695,35.6966666666667
2016-01-15 08:10:00,50,10,nan,34.4,nan,33.29
2016-01-15 08:20:00,nan,10,21.066666666666695,33.4333333333333,19.15,32.95
2016-01-15 08:30:00,nan,20,nan,33.56,19.323333333333295,33.53
2016-01-15 08:40:00,390,10,20.89,33.86,nan,33.99
2016-01-15 08:50:00,nan,10,20.89,34.1933333333333,19.66,34.618
2016-01-15 09:00:00,400,10,20.79,nan,19.7,34.7666666666667
2016-01-15 09:10:00,370,10,20.79,35.1933333333333,nan,35.1
2016-01-15 09:20:00,310,10,20.76,35.9266666666667,19.79,35.4633333333333
2016-01-15 09:30:00,40,10,nan,36.4,19.8566666666667,35.7966666666667
2016-01-15 09:40:00,50,0,nan,36.69333333333329,19.9266666666667,36.39
2016-01-15 09:50:00,70,10,nan,37.0266666666667,nan,36.723333333333294
2016-01-15 10:00:00,60,nan,20.89,37.36,20.033333333333296,nan
2016-01-15 10:10:00,nan,10,20.89,37.6333333333333,20.1,37.33333333333329
2016-01-15 10:20:00,60,nan,20.89,37.8,20.2,37.5
2016-01-15 10:30:00,60,20,20.89,nan,20.2,37.6333333333333
2016-01-15 10:40:00,100,0,nan,38.2,20.29,38.1266666666667
2016-01-15 10:50:00,380,10,nan,nan,20.29,38.0666666666667
2016-01-15 11:00:00,390,10,21.0,38.363333333333294,20.29,38.09
2016-01-15 11:10:00,130,nan,21.0,38.433333333333294,20.3566666666667,38.09
2016-01-15 11:20:00,nan,0,21.0,38.56,nan,38.23
2016-01-15 11:30:00,nan,10,20.963333333333296,38.59,20.39,nan
2016-01-15 11:40:00,nan,10,20.89,38.59,20.39,38.35
2016-01-15 11:50:00,60,10,20.89,38.5266666666667,20.29,38.0666666666667
2016-01-15 12:00:00,60,10,20.89,nan,20.29,38.15
2016-01-15 12:10:00,nan,nan,20.89,38.5,20.351111111111095,37.9983333333333
2016-01-15 12:20:00,nan,10,20.89,nan,20.445,nan
2016-01-15 12:30:00,80,0,21.0,39.79,20.5833333333333,37.9777777777778
2016-01-15 12:40:00,400,0,21.0,nan,20.625,38.0
2016-01-15 12:50:00,400,0,21.1,39.5266666666667,20.710625,nan
2016-01-15 13:00:00,460,10,21.1,nan,20.79,38.039375
2016-01-15 13:10:00,nan,0,21.2,nan,nan,38.039375
2016-01-15 13:20:00,210,0,nan,39.03,20.89,38.075
2016-01-15 13:30:00,190,0,21.29,38.995,nan,38.015
2016-01-15 13:40:00,nan,0,21.323333333333295,nan,21.038888888888895,38.0
2016-01-15 13:50:00,nan,0,21.39,38.7,21.088888888888896,38.05
2016-01-15 14:00:00,60,10,nan,38.79,21.1111111111111,38.02
2016-01-15 14:10:00,70,0,21.5,38.79,21.1722222222222,38.01
2016-01-15 14:20:00,60,0,21.5,38.8266666666667,21.2,37.95
2016-01-15 14:30:00,70,0,21.5,39.0266666666667,21.275,37.9444444444444
2016-01-15 14:40:00,60,0,21.6,39.06,21.29,37.845
2016-01-15 14:50:00,60,0,21.6666666666667,38.933333333333294,21.29,nan
2016-01-15 15:00:00,60,0,21.73,38.69333333333329,nan,nan
2016-01-15 15:10:00,60,0,21.79,38.36,21.3572222222222,37.4444444444444
2016-01-15 15:20:00,60,nan,21.823333333333295,38.29,21.4877777777778,37.488888888888894
2016-01-15 15:30:00,50,10,nan,38.29,21.561111111111096,37.4105555555556
2016-01-15 15:40:00,50,0,22.033333333333296,nan,21.65,37.3572222222222
2016-01-15 15:50:00,nan,0,22.1666666666667,38.2,21.715,37.308333333333294
2016-01-15 16:00:00,nan,0,nan,38.09,21.79,37.29
2016-01-15 16:10:00,50,0,22.26,38.09,21.83,37.29
2016-01-15 16:20:00,70,nan,22.323333333333295,nan,21.8677777777778,37.27
2016-01-15 16:30:00,50,nan,22.323333333333295,38.0,21.8677777777778,37.215
2016-01-15 16:40:00,60,nan,22.323333333333295,37.9666666666667,21.89,37.2
2016-01-15 16:50:00,nan,0,nan,nan,21.8677777777778,37.1511111111111
2016-01-15 17:00:00,90,0,nan,37.863333333333294,21.8677777777778,37.1755555555556
2016-01-15 17:10:00,100,10,22.39,37.79,21.89,37.145
2016-01-15 17:20:00,nan,0,22.39,nan,21.89,nan
2016-01-15 17:30:00,nan,10,22.39,37.79,21.89,37.09
2016-01-15 17:40:00,110,0,22.39,37.79,21.89,37.09
2016-01-15 17:50:00,100,10,22.39,37.79,21.89,37.09
2016-01-15 18:00:00,nan,0,22.39,37.79,21.89,37.09
2016-01-15 18:10:00,nan,10,22.39,37.86,nan,37.1541666666667
2016-01-15 18:20:00,260,nan,22.39,38.66666666666671,21.89,37.1214285714286
2016-01-15 18:30:00,350,nan,nan,39.9566666666667,21.89,nan
2016-01-15 18:40:00,500,nan,nan,42.03,21.89,37.46
2016-01-15 18:50:00,nan,10,22.4266666666667,43.39,21.956,nan
2016-01-15 19:00:00,330,20,22.5,45.6633333333333,22.0,nan
2016-01-15 19:10:00,100,10,22.5,47.19333333333329,22.0,39.09666666666671
2016-01-15 19:20:00,nan,20,nan,nan,22.0,nan
2016-01-15 19:30:00,140,nan,nan,nan,22.0,39.5266666666667
2016-01-15 19:40:00,310,30,22.6,43.893333333333295,22.0,39.19333333333329
2016-01-15 19:50:00,330,20,nan,42.4966666666667,22.0,39.06
2016-01-15 20:00:00,190,nan,22.6,41.7566666666667,22.0,39.0
2016-01-15 20:10:00,160,nan,nan,41.05,22.0,nan
2016-01-15 20:20:00,160,30,22.7,40.863333333333294,22.0,39.1333333333333
2016-01-15 20:30:00,480,10,22.76,40.73,22.1,39.5
2016-01-15 20:40:00,280,20,22.89,40.59,22.1975,39.5225
2016-01-15 20:50:00,nan,nan,22.963333333333296,nan,22.29,39.59
2016-01-15 21:00:00,150,20,23.033333333333296,40.223333333333294,22.39,39.4666666666667
2016-01-15 21:10:00,140,20,nan,39.963333333333296,22.39,39.3266666666667
2016-01-15 21:20:00,130,20,23.2,39.723333333333294,22.39,39.1633333333333
2016-01-15 21:30:00,130,20,nan,39.53,22.39,39.03
2016-01-15 21:40:00,340,20,23.2,39.33333333333329,22.5,38.9666666666667
2016-01-15 21:50:00,490,10,23.2,39.1266666666667,nan,38.8266666666667
2016-01-15 22:00:00,230,10,23.2,nan,22.39,nan
2016-01-15 22:10:00,360,10,23.2,38.933333333333294,22.463333333333296,38.76
2016-01-15 22:20:00,410,10,23.26,39.0,22.5,38.43
2016-01-15 22:30:00,150,nan,23.26,39.19333333333329,22.4266666666667,38.1566666666667
2016-01-15 22:40:00,80,10,23.2,39.23,22.39,38.2
2016-01-15 22:50:00,nan,10,23.2,39.363333333333294,nan,38.26
2016-01-15 23:00:00,nan,10,nan,39.5,22.39,nan
2016-01-15 23:10:00,70,10,23.2,39.56,nan,38.4
2016-01-15 23:20:00,70,0,nan,39.6266666666667,22.323333333333295,38.5
2016-01-15 23:30:00,60,nan,23.1,39.7,22.323333333333295,38.56
2016-01-15 23:40:00,60,10,23.1,39.76,22.26,38.6633333333333
2016-01-15 23:50:00,nan,10,23.0,39.8,22.2,nan
2016-01-16 00:00:00,50,0,23.0,40.0,22.15,38.79
2016-01-16 00:10:00,50,0,22.89,nan,22.1,38.933333333333294
2016-01-16 00:20:00,30,0,22.89,40.2,22.033333333333296,39.0
2016-01-16 00:30:00,20,0,22.79,40.09,22.0,nan
2016-01-16 00:40:00,40,0,22.79,nan,22.0,39.26
2016-01-16 00:50:00,50,0,22.76,40.23,21.89,39.29
2016-01-16 01:00:00,50,0,22.7,40.29,21.89,39.363333333333294
2016-01-16 01:10:00,50,0,22.6666666666667,nan,21.8566666666667,39.4
2016-01-16 01:20:00,60,0,22.6,40.29,21.79,39.4666666666667
2016-01-16 01:30:00,50,0,22.6,40.29,21.7,39.53
2016-01-16 01:40:00,60,nan,nan,40.29,nan,39.59
2016-01-16 01:50:00,50,nan,22.5,40.29,nan,nan
2016-01-16 02:00:00,40,0,22.5,nan,21.6,39.56
2016-01-16 02:10:00,50,0,22.39,40.2,21.5,39.59
2016-01-16 02:20:00,50,0,22.39,nan,nan,nan
2016-01-16 02:30:00,50,nan,22.3566666666667,40.2,nan,39.56
2016-01-16 02:40:00,50,0,22.29,40.2,21.39,39.5
2016-01-16 02:50:00,40,0,22.29,40.2,21.3566666666667,39.56
2016-01-16 03:00:00,30,0,nan,40.09,21.29,nan
2016-01-16 03:10:00,30,0,22.2,40.09,21.29,39.59
2016-01-16 03:20:00,40,0,22.1666666666667,nan,21.2675,nan
2016-01-16 03:30:00,50,nan,22.1,nan,21.2,39.56
2016-01-16 03:40:00,nan,0,22.066666666666695,40.06,21.1,39.59
2016-01-16 03:50:00,50,nan,22.0,40.0,21.1,39.59
2016-01-16 04:00:00,50,0,21.963333333333296,nan,21.066666666666695,39.56
2016-01-16 04:10:00,nan,0,21.89,40.0,21.0,nan
2016-01-16 04:20:00,50,nan,21.89,40.0,21.0,39.5
2016-01-16 04:30:00,nan,0,21.89,40.0,20.9266666666667,nan
2016-01-16 04:40:00,40,0,nan,39.9,20.89,nan
2016-01-16 04:50:00,nan,0,nan,nan,20.89,39.59
2016-01-16 05:00:00,50,0,21.76,nan,nan,39.5
2016-01-16 05:10:00,50,0,21.7,39.9,20.79,39.5
2016-01-16 05:20:00,50,0,21.7,39.9,20.79,39.5
2016-01-16 05:30:00,30,0,21.6333333333333,39.8266666666667,20.73,39.5
2016-01-16 05:40:00,30,0,21.6,39.9,nan,nan
2016-01-16 05:50:00,30,nan,21.6,39.9,nan,39.56
2016-01-16 06:00:00,50,nan,21.5,39.9,20.6666666666667,39.5
2016-01-16 06:10:00,nan,0,21.5,39.925,20.6,39.56
2016-01-16 06:20:00,40,0,21.4266666666667,39.933333333333294,20.6,39.59
2016-01-16 06:30:00,nan,nan,21.39,39.9,20.575,39.6175
2016-01-16 06:40:00,60,0,21.39,39.9,20.5,39.7
2016-01-16 06:50:00,50,nan,21.3566666666667,39.933333333333294,20.5,39.7
2016-01-16 07:00:00,50,0,21.29,nan,20.5,39.76
2016-01-16 07:10:00,50,0,nan,40.03,20.463333333333296,39.76
2016-01-16 07:20:00,nan,0,21.23,40.03,20.39,39.7
2016-01-16 07:30:00,nan,10,21.2,39.863333333333294,nan,39.56
2016-01-16 07:40:00,380,10,nan,39.79,20.29,39.5
2016-01-16 07:50:00,390,10,21.2,39.963333333333296,20.315,nan
2016-01-16 08:00:00,390,10,21.2,40.223333333333294,20.39,39.76
2016-01-16 08:10:00,240,nan,nan,40.53,nan,40.0666666666667
2016-01-16 08:20:00,40,10,21.3566666666667,40.6633333333333,20.566666666666695,40.26
2016-01-16 08:30:00,nan,nan,21.5,40.7,20.6333333333333,40.3266666666667
2016-01-16 08:40:00,nan,nan,21.5,41.033333333333296,nan,40.4666666666667
2016-01-16 08:50:00,nan,0,21.5,41.8,20.79,nan
2016-01-16 09:00:00,70,0,21.566666666666695,42.5266666666667,20.8566666666667,40.723333333333294
2016-01-16 09:10:00,60,0,21.6333333333333,nan,20.9266666666667,nan
2016-01-16 09:20:00,70,0,21.7,41.6333333333333,21.0,40.53
2016-01-16 09:30:00,60,0,nan,40.995,21.033333333333296,40.4
2016-01-16 09:40:00,50,0,21.79,40.79,21.1,40.4
2016-01-16 09:50:00,60,0,21.8566666666667,40.863333333333294,21.15,40.4
2016-01-16 10:00:00,60,nan,21.89,40.79,21.2,40.4
2016-01-16 10:10:00,80,0,21.89,nan,nan,40.4666666666667
2016-01-16 10:20:00,100,0,21.89,40.8266666666667,nan,40.4666666666667
2016-01-16 10:30:00,60,0,21.963333333333296,41.1,21.3566666666667,40.4
2016-01-16 10:40:00,70,0,22.0,41.33333333333329,21.39,40.3266666666667
2016-01-16 10:50:00,60,nan,22.0,41.1266666666667,21.39,40.4666666666667
2016-01-16 11:00:00,nan,nan,22.033333333333296,41.03,21.5,40.56
2016-01-16 11:10:00,50,0,nan,41.03,21.5,40.5
2016-01-16 11:20:00,50,nan,nan,41.0,21.5,40.5
2016-01-16 11:30:00,40,0,22.1666666666667,41.06,21.5,40.433333333333294
2016-01-16 11:40:00,nan,0,22.2,41.09,nan,40.4
2016-01-16 11:50:00,nan,0,22.2,41.1633333333333,21.533333333333296,40.4666666666667
2016-01-16 12:00:00,nan,0,22.1666666666667,nan,21.6,40.5
2016-01-16 12:10:00,60,0,22.1666666666667,41.29,21.6,nan
2016-01-16 12:20:00,80,0,nan,41.29,21.566666666666695,40.5
2016-01-16 12:30:00,80,0,22.1,41.29,nan,40.5
2016-01-16 12:40:00,nan,0,nan,nan,21.5,40.53
2016-01-16 12:50:00,nan,0,22.075,40.045,21.3,38.9233333333333
2016-01-16 13:00:00,90,0,nan,39.223333333333294,21.1,37.95
2016-01-16 13:10:00,100,0,nan,39.6266666666667,nan,38.1566666666667
2016-01-16 13:20:00,80,0,22.0,39.5666666666667,nan,nan
2016-01-16 13:30:00,90,0,21.963333333333296,nan,21.1,38.5
2016-01-16 13:40:00,nan,0,21.89,39.433333333333294,21.1,nan
2016-01-16 13:50:00,nan,0,21.89,nan,21.1,nan
2016-01-16 14:00:00,80,0,21.89,39.59,nan,38.6633333333333
2016-01-16 14:10:00,80,0,nan,39.5,nan,38.73
2016-01-16 14:20:00,90,0,21.89,39.5,nan,nan
2016-01-16 14:30:00,70,0,21.89,nan,nan,nan
2016-01-16 14:40:00,50,nan,21.89,39.4,21.0,38.79
2016-01-16 14:50:00,60,10,21.89,39.4,20.963333333333296,38.863333333333294
2016-01-16 15:00:00,70,10,21.89,39.4,20.963333333333296,38.79
2016-01-16 15:10:00,80,10,21.89,39.26,20.89,38.6633333333333
2016-01-16 15:20:00,70,10,21.823333333333295,nan,nan,38.53
2016-01-16 15:30:00,370,10,21.76,39.06,20.79,nan
2016-01-16 15:40:00,410,20,21.7,38.933333333333294,20.79,38.23
2016-01-16 15:50:00,250,10,21.7,nan,nan,38.2
2016-01-16 16:00:00,80,10,21.7,38.79,20.7,38.2
2016-01-16 16:10:00,nan,nan,21.65,nan,20.7,38.1633333333333
2016-01-16 16:20:00,70,nan,21.6,nan,20.7,38.0675
2016-01-16 16:30:00,nan,10,21.6,38.5,20.7,nan
2016-01-16 16:40:00,70,20,21.5,38.4,20.6,37.79
2016-01-16 16:50:00,80,nan,21.5,38.3266666666667,20.6,nan
2016-01-16 17:00:00,80,nan,21.5,38.26,20.566666666666695,37.7
2016-01-16 17:10:00,150,nan,nan,38.1266666666667,20.5,37.7
2016-01-16 17:20:00,380,30,21.39,nan,20.463333333333296,37.59
2016-01-16 17:30:00,290,30,21.39,38.43,20.463333333333296,37.59
2016-01-16 17:40:00,nan,nan,21.39,38.56,20.39,37.59
2016-01-16 17:50:00,nan,nan,nan,38.56,20.39,37.59
2016-01-16 18:00:00,nan,20,21.29,nan,20.463333333333296,nan
2016-01-16 18:10:00,300,20,nan,nan,20.463333333333296,nan
2016-01-16 18:20:00,350,30,nan,39.0,20.533333333333296,37.76
2016-01-16 18:30:00,270,20,21.566666666666695,39.06,20.679,37.745
2016-01-16 18:40:00,560,20,21.73,40.9,20.79,37.79
2016-01-16 18:50:00,nan,30,21.93,42.7666666666667,21.04,38.08
2016-01-16 19:00:00,nan,20,22.163333333333295,nan,21.2864285714286,38.39
2016-01-16 19:10:00,390,10,22.496666666666705,43.19333333333329,21.5594444444444,38.90333333333329
2016-01-16 19:20:00,350,10,nan,42.19333333333329,nan,39.225
2016-01-16 19:30:00,nan,10,23.175,41.67,21.9572222222222,39.228888888888896
2016-01-16 19:40:00,290,20,23.2,41.2266666666667,22.011111111111095,39.0872222222222
2016-01-16 19:50:00,nan,nan,23.29,40.7966666666667,22.09375,38.9425
2016-01-16 20:00:00,nan,30,23.29,nan,22.1,38.6266666666667
2016-01-16 20:10:00,110,nan,nan,nan,22.1,38.4666666666667
2016-01-16 20:20:00,100,40,23.29,39.73,nan,38.4
2016-01-16 20:30:00,110,40,23.29,39.6633333333333,nan,38.29
2016-01-16 20:40:00,130,40,23.29,39.463333333333296,nan,nan
2016-01-16 20:50:00,nan,30,23.29,39.1266666666667,nan,38.2
2016-01-16 21:00:00,110,nan,23.29,39.0666666666667,22.1,38.2
2016-01-16 21:10:00,nan,20,23.29,38.7,22.1666666666667,38.2
2016-01-16 21:20:00,nan,30,23.29,38.7,nan,38.1725
2016-01-16 21:30:00,110,20,23.29,38.56,22.1333333333333,38.03
2016-01-16 21:40:00,110,20,23.23,38.433333333333294,22.1,37.9666666666667
2016-01-16 21:50:00,190,nan,nan,38.363333333333294,22.1,37.9
2016-01-16 22:00:00,450,20,nan,38.29,22.1,37.863333333333294
2016-01-16 22:10:00,210,nan,23.1666666666667,38.1633333333333,22.1,37.79
2016-01-16 22:20:00,nan,30,23.1,38.09,nan,37.79
2016-01-16 22:30:00,nan,20,23.066666666666695,nan,22.033333333333296,37.73
2016-01-16 22:40:00,90,20,23.0,nan,21.963333333333296,nan
2016-01-16 22:50:00,80,20,22.89,nan,nan,37.76
